"id","shoe_id"
"427c4818-f1ab-4589-a6e0-6f03db26b0f3","ade91c18-10fb-44bb-91e1-eed3820dbbc4"
"0be3981b-3902-440b-b49d-c60f51c95aee",NA
"6d3d772f-d970-4c89-8979-1e182edc279d",NA
"2f43b3c9-3f73-4a26-964a-1a957c1898dc",NA
"f4efd2c2-6464-4d75-886b-45e974627e84",NA
"94b0db26-a6c0-4f65-8e87-4332d720e40b","ade91c18-10fb-44bb-91e1-eed3820dbbc4"
"533489ee-ff41-405c-befc-d17f003b4f12",NA
"bf34b9b5-dc45-479e-b9ef-a375b49b18d9",NA
"6646a7a5-293d-47d2-83a9-db4fc51a9726",NA
"cbd6ec8a-1477-4fc8-bff2-60e10d324ce5",NA
"c7502012-c294-4f82-8ec4-ae647ff5a720",NA
"ba19f98a-fdd8-43b0-b3ee-d84efeabcd9d",NA
"a6a314cb-d3c3-4004-8d1c-620f0330a06c",NA
"e5f800d2-22d1-4530-a3e0-9231d3b7505e",NA
"afd4f5c7-a079-462d-b8b3-01904621bd3e",NA
"24583d17-9758-4462-b304-0fead2db9441",NA
"f794368e-7086-4fe5-81f2-364ac3fd9860",NA
"3fe6698d-d16c-46bc-a9f9-ab2f1b34d4dd",NA
"f5d6b4d9-ca57-4158-a447-4aca4244f27f",NA
"608d9e65-6a82-47db-b874-4b73a749ce98",NA
"158bf4eb-e51e-4c3b-a64d-264a05d063ad",NA
"8c7fc8c1-5ab7-4e3f-8b55-4c2972d66804",NA
"7ddae267-4f29-4626-8b87-f782e19304c4",NA
"02d96016-b153-4bc1-8291-2e3a46aff941",NA
"f988247a-fdf7-4912-bcca-7dd8bd110399",NA
"6aca49d8-6813-4681-b662-d2ace029bc20",NA
"0c424b39-beb8-4dc4-b828-80139d9b6721",NA
"5748f1ff-5344-4abd-b1bc-d8e8fa875691",NA
"2b974e4d-fe38-49d6-be39-b2a0886582bf",NA
"c6fa9798-e05d-45bd-9f19-a111c945efe5",NA
"7847b945-c582-4462-88fc-cff79f803e87",NA
"d7d46736-f515-4393-baa8-060a47b1035a",NA
"39309511-8373-4315-903d-477495c50e7b",NA
"9b52b05c-b7de-4abf-99d3-73087b034927",NA
"35397de3-dd9f-4fa0-a0e9-d08cbb008858",NA
"8379de74-475f-4b33-b6a2-c9326a3b81c0",NA
"ae36866c-54d1-42e6-bf82-3e912e0e2647",NA
"0796ca0c-3349-46ea-bf3d-c3ffc074cee0",NA
"6e298243-4c89-4255-a43f-e2281bdf8f1a",NA
"590ef6fb-7b25-486e-abf3-72ec8a700bcb",NA
"d83f3fe0-6728-4fad-af72-62b703e6ca18",NA
"fd41dcf0-efae-4a3d-9cf1-62596985c2ef",NA
"1956984e-4e8a-4840-9ebe-b7c5e37d9f82",NA
"ed324b82-c880-4fc4-87ba-6c094eb2d85f",NA
"190100ee-c898-4e72-a4f6-4b8e275a6a7b",NA
"e485e0b6-430f-4483-9b90-88cd54c1ce6c",NA
"55b646f7-6c90-47bb-9b59-8e5af16a1f77",NA
"e317dcc2-26db-4e70-a784-2078460317f6",NA
"a91bc6a8-757c-4980-bb95-032335feec81",NA
"a876c789-5e87-4fee-9341-16df7a5fd459",NA
"c259d561-06ff-458d-bea1-6d893ee5a644",NA
"5ae44e01-391c-469f-b6ec-eff4cd11f76f",NA
"553ab9e8-682f-42fa-abdd-ad5ca7650972",NA
"3c3a9aeb-91e3-400d-be7b-160a41353400",NA
"b25fa941-c5df-43c6-843c-3706854616b4",NA
"314e459f-8867-449c-895a-376e23536b12",NA
